time,accX,accY,accZ
0.0010459890000049654,-0.9503173828125,-0.010986328125,0.1287841796875
0.011168802000014466,-0.9505615234375,-0.0130615234375,0.1314697265625
0.021257238999993433,-0.9498291015625,-0.0152587890625,0.1265869140625
0.031344114000006584,-0.954345703125,-0.0172119140625,0.1318359375
0.04143614500000581,-0.954833984375,-0.019287109375,0.1278076171875
0.05152817699999446,-0.9541015625,-0.019287109375,0.122314453125
0.06162203100001307,-0.9517822265625,-0.0189208984375,0.1258544921875
0.07172140599999466,-0.951416015625,-0.017822265625,0.121826171875
0.08181479099999933,-0.9512939453125,-0.014892578125,0.131591796875
0.091907759999998,-0.954833984375,-0.0140380859375,0.1292724609375
0.10200124900001128,-0.95458984375,-0.010986328125,0.1280517578125
0.11209916600000724,-0.956787109375,-0.0118408203125,0.1304931640625
0.12219229100000462,-0.96044921875,-0.009765625,0.1300048828125
0.13228593700000602,-0.9537353515625,-0.006103515625,0.127197265625
0.1423790100000133,-0.954345703125,-0.00341796875,0.1268310546875
0.15247140600001785,-0.9515380859375,-0.0030517578125,0.1239013671875
0.1625645830000053,-0.94921875,-0.0040283203125,0.125732421875
0.17265744700000596,-0.95068359375,-0.005126953125,0.1309814453125
0.18275020800001585,-0.947265625,-0.0069580078125,0.1297607421875
0.1928461450000043,-0.952392578125,-0.0013427734375,0.13232421875
0.20293796800001473,-0.9530029296875,-0.0062255859375,0.1334228515625
0.21303015600000208,-0.9530029296875,-0.003662109375,0.136474609375
0.22312338500000806,-0.955322265625,-0.0054931640625,0.1378173828125
0.2332159890000014,-0.95556640625,-0.0023193359375,0.1339111328125
0.24330916600001729,-0.957275390625,-0.003662109375,0.129638671875
0.25340208299999745,-0.959716796875,-0.00439453125,0.132080078125
0.263494895000008,-0.9625244140625,-0.0069580078125,0.1298828125
0.273588229000012,-0.9609375,-0.00634765625,0.12890625
0.2837142700000186,-0.9605712890625,-0.0081787109375,0.1300048828125
0.29380739500001596,-0.9554443359375,-0.007568359375,0.1339111328125
0.303900676000012,-0.958251953125,-0.0069580078125,0.1322021484375
0.3139933330000133,-0.9560546875,-0.0069580078125,0.13427734375
0.32408666599999947,-0.9522705078125,-0.0074462890625,0.1361083984375
0.3341786969999987,-0.95263671875,-0.0057373046875,0.1319580078125
0.3442727080000054,-0.954345703125,-0.0050048828125,0.1318359375
0.3543652600000087,-0.9527587890625,-0.0050048828125,0.137451171875
0.36445869700000344,-0.9525146484375,-0.0072021484375,0.1363525390625
0.37455223899999623,-0.955078125,-0.0093994140625,0.134765625
0.38467619700000455,-0.954833984375,-0.0103759765625,0.1336669921875
0.3947685930000091,-0.9581298828125,-0.0128173828125,0.1326904296875
0.4048595830000181,-0.9588623046875,-0.0098876953125,0.13037109375
0.4149529160000043,-0.957275390625,-0.01025390625,0.1302490234375
0.42504546800000753,-0.9569091796875,-0.010498046875,0.126708984375
0.43513796799999227,-0.9576416015625,-0.0069580078125,0.1317138671875
0.44523020799999813,-0.9560546875,-0.0079345703125,0.1270751953125
0.4553232810000054,-0.958251953125,-0.0096435546875,0.125244140625
0.46541578100001857,-0.9560546875,-0.0133056640625,0.1319580078125
0.475508853000008,-0.9547119140625,-0.011962890625,0.1334228515625
0.4856324990000189,-0.950927734375,-0.0125732421875,0.1275634765625
0.49572432200000094,-0.9483642578125,-0.012451171875,0.1300048828125
0.5058182810000176,-0.950439453125,-0.008544921875,0.1256103515625
0.5159121350000078,-0.9532470703125,-0.0098876953125,0.131103515625
0.5260047910000196,-0.953857421875,-0.008056640625,0.1265869140625
0.5360942700000066,-0.95361328125,-0.0042724609375,0.1246337890625
0.546186874,-0.957275390625,-0.003173828125,0.1256103515625
0.5562797910000086,-0.9625244140625,-0.0030517578125,0.124267578125
0.5663716660000091,-0.9600830078125,-0.003662109375,0.1268310546875
0.5764631240000142,-0.9578857421875,-0.003173828125,0.125732421875
0.586592760000002,-0.9539794921875,-0.004638671875,0.125
0.5966907279999987,-0.953369140625,-0.0093994140625,0.126708984375
0.6067873949999978,-0.95166015625,-0.0078125,0.1304931640625
0.616879895000011,-0.951904296875,-0.011962890625,0.132568359375
0.6269770830000141,-0.955810546875,-0.0107421875,0.1302490234375
0.6370756759999949,-0.959716796875,-0.014892578125,0.127685546875
0.6471736969999995,-0.96484375,-0.012451171875,0.1229248046875
0.6572715620000054,-0.964111328125,-0.008056640625,0.1134033203125
0.6673694780000119,-0.9644775390625,-0.0078125,0.111572265625
0.6774669259999939,-0.9619140625,-0.0045166015625,0.1151123046875
0.6875964580000016,-0.958251953125,-0.004638671875,0.124267578125
0.6976942699999995,-0.9560546875,-0.0045166015625,0.1256103515625
0.7077860410000198,-0.95361328125,-0.0054931640625,0.128662109375
0.7178845299999921,-0.954345703125,-0.008056640625,0.1251220703125
0.7279813530000183,-0.95166015625,-0.0064697265625,0.1246337890625
0.7380746350000038,-0.95068359375,-0.0074462890625,0.1259765625
0.7481716660000188,-0.94775390625,-0.005126953125,0.12451171875
0.758268333000018,-0.9466552734375,-0.007080078125,0.1241455078125
0.7683664049999948,-0.94921875,-0.0076904296875,0.120849609375
0.7784592700000132,-0.9478759765625,-0.0081787109375,0.1260986328125
0.7885874990000161,-0.9500732421875,-0.0103759765625,0.1285400390625
0.7986858849999976,-0.9488525390625,-0.0118408203125,0.128662109375
0.8087834370000166,-0.9564208984375,-0.014404296875,0.1231689453125
0.8188758329999928,-0.953125,-0.010986328125,0.129150390625
0.8289669780000111,-0.958984375,-0.012451171875,0.127685546875
0.8390644259999931,-0.9581298828125,-0.010009765625,0.126708984375
0.8491621870000188,-0.959716796875,-0.00927734375,0.1221923828125
0.8592548949999923,-0.959228515625,-0.0064697265625,0.129638671875
0.8693542180000122,-0.9569091796875,-0.0067138671875,0.127197265625
0.8794524989999957,-0.9620361328125,-0.0068359375,0.1251220703125
0.8895457800000202,-0.961181640625,-0.0074462890625,0.1260986328125
0.899636092999998,-0.9588623046875,-0.009033203125,0.12939453125
0.9097351549999928,-0.95654296875,-0.006591796875,0.1240234375
0.9198346870000194,-0.9560546875,-0.0069580078125,0.126953125
0.9299323950000087,-0.9544677734375,-0.0040283203125,0.1260986328125
0.9400257279999948,-0.95556640625,-0.0057373046875,0.1322021484375
0.9501246869999989,-0.94775390625,-0.002197265625,0.1273193359375
0.9602180720000035,-0.9539794921875,-0.0064697265625,0.1298828125
0.9703097910000054,-0.954345703125,-0.0064697265625,0.1329345703125
0.9804029679999928,-0.954833984375,-0.0093994140625,0.1339111328125
0.9905267700000024,-0.958740234375,-0.0118408203125,0.1337890625
1.0006244780000202,-0.9608154296875,-0.010498046875,0.1304931640625
1.010718541000017,-0.9591064453125,-0.0087890625,0.1280517578125
1.020811822000013,-0.954833984375,-0.0081787109375,0.1258544921875
1.030913800999997,-0.952392578125,-0.0072021484375,0.1260986328125
